MAG_ID	Family	Clade	Clade_abbreviation	habitat	num_contigs	sum_len_contigs	min_len_contigs	avg_len_contigs	max_len_contigs	N50_contig_length	num_proteins	sum_protein_length	min_protein_len	avg_protein_len	max_protein_len	mag_id_original	mag_id_short	fasta_file	fasta_path
ERX552257.96.dc.fa	Mimiviridae	Mimiviridae_clade_11	MM11	Marine	52	835707	10070	16071.3	47367	15861	901	266569	25	295.9	3089	ERX552257.96.dc.fa	ERX552257.96	ERX552257.96.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552257.96.fa.dc.faa
ERX552261.23.dc.fa	Mimiviridae	Mimiviridae_clade_12	MM12	Marine	17	329465	10067	19380.3	44020	23210	358	101436	30	283.3	2103	ERX552261.23.dc.fa	ERX552261.23	ERX552261.23.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552261.23.fa.dc.faa
ERX552261.3.dc.fa	Mimiviridae	Mimiviridae_clade_12	MM12	Marine	13	198812	10054	15293.2	34792	14077	237	60858	31	256.8	1740	ERX552261.3.dc.fa	ERX552261.3	ERX552261.3.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552261.3.fa.dc.faa
ERX552270.116.dc.fa	Mimiviridae	Mimiviridae_clade_12	MM12	Marine	9	363035	10436	40337.2	81183	53138	355	110030	38	309.9	3099	ERX552270.116.dc.fa	ERX552270.116	ERX552270.116.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.116.fa.dc.faa
ERX552270.61.dc.fa	Mimiviridae	Mimiviridae_clade_12	MM12	Marine	20	346679	10237	17334.0	38769	17477	357	107398	20	300.8	4541	ERX552270.61.dc.fa	ERX552270.61	ERX552270.61.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.61.fa.dc.faa
ERX552270.89.dc.fa	Mimiviridae	Mimiviridae_clade_12	MM12	Marine	16	410261	10068	25641.3	57550	30447	406	126975	31	312.7	3973	ERX552270.89.dc.fa	ERX552270.89	ERX552270.89.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.89.fa.dc.faa
ERX555927.41.dc.fa	Mimiviridae	Mimiviridae_clade_12	MM12	Marine	13	223368	10500	17182.2	29229	20034	213	69964	30	328.5	7630	ERX555927.41.dc.fa	ERX555927.41	ERX555927.41.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555927.41.fa.dc.faa
ERX555958.4.dc.fa	Mimiviridae	Mimiviridae_clade_12	MM12	Marine	11	526438	13408	47858.0	129208	66958	515	160853	31	312.3	4159	ERX555958.4.dc.fa	ERX555958.4	ERX555958.4.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555958.4.fa.dc.faa
ERX555997.39.dc.fa	Mimiviridae	Mimiviridae_clade_12	MM12	Marine	19	292924	10777	15417.1	27641	15261	334	88544	30	265.1	1535	ERX555997.39.dc.fa	ERX555997.39	ERX555997.39.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555997.39.fa.dc.faa
ERX556059.13.dc.fa	Mimiviridae	Mimiviridae_clade_12	MM12	Marine	18	392873	10449	21826.3	58810	25539	374	121991	25	326.2	4539	ERX556059.13.dc.fa	ERX556059.13	ERX556059.13.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556059.13.fa.dc.faa
ERX556059.41.dc.fa	Mimiviridae	Mimiviridae_clade_12	MM12	Marine	15	577933	10380	38528.9	95763	52973	559	187513	23	335.4	4987	ERX556059.41.dc.fa	ERX556059.41	ERX556059.41.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556059.41.fa.dc.faa
ERX556091.17.dc.fa	Mimiviridae	Mimiviridae_clade_12	MM12	Marine	15	420497	12181	28033.1	65259	29384	403	132400	32	328.5	4543	ERX556091.17.dc.fa	ERX556091.17	ERX556091.17.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556091.17.fa.dc.faa
ERX556133.24.dc.fa	Mimiviridae	Mimiviridae_clade_12	MM12	Marine	11	325579	13055	29598.1	52044	37751	341	99939	23	293.1	1764	ERX556133.24.dc.fa	ERX556133.24	ERX556133.24.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556133.24.fa.dc.faa
SRX331703.2.dc.fa	Mimiviridae	Mimiviridae_clade_12	MM12	Freshwater	12	316421	10219	26368.4	58596	34713	349	99423	36	284.9	1865	SRX331703.2.dc.fa	SRX331703.2	SRX331703.2.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX331703.2.fa.dc.faa
SRX331950.24.dc.fa	Mimiviridae	Mimiviridae_clade_12	MM12	Freshwater	12	297703	12067	24808.6	62996	29172	326	92602	34	284.1	2007	SRX331950.24.dc.fa	SRX331950.24	SRX331950.24.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX331950.24.fa.dc.faa
SRX331950.8.dc.fa	Mimiviridae	Mimiviridae_clade_12	MM12	Freshwater	10	201589	11487	20158.9	36603	24341	194	63605	22	327.9	2302	SRX331950.8.dc.fa	SRX331950.8	SRX331950.8.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX331950.8.fa.dc.faa
SRX802076.62.dc.fa	Mimiviridae	Mimiviridae_clade_12	MM12	Marine	14	448785	10050	32056.1	93669	43121	451	139031	29	308.3	4170	SRX802076.62.dc.fa	SRX802076.62	SRX802076.62.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802076.62.fa.dc.faa
SRX802189.96.dc.fa	Mimiviridae	Mimiviridae_clade_12	MM12	Marine	11	404325	10070	36756.8	128953	80439	419	127303	30	303.8	3634	SRX802189.96.dc.fa	SRX802189.96	SRX802189.96.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802189.96.fa.dc.faa
ERX556058.46.dc.fa	Mimiviridae	Mimiviridae_clade_13	MM13	Marine	13	333509	11964	25654.5	58008	35019	334	102049	27	305.5	2532	ERX556058.46.dc.fa	ERX556058.46	ERX556058.46.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556058.46.fa.dc.faa
SRX802073.118.dc.fa	Mimiviridae	Mimiviridae_clade_13	MM13	Marine	13	274359	10455	21104.5	67973	22326	315	84928	47	269.6	1940	SRX802073.118.dc.fa	SRX802073.118	SRX802073.118.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802073.118.fa.dc.faa
SRX802077.119.dc.fa	Mimiviridae	Mimiviridae_clade_13	MM13	Marine	15	324213	10716	21614.2	52655	31342	351	96892	30	276.0	1843	SRX802077.119.dc.fa	SRX802077.119	SRX802077.119.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802077.119.fa.dc.faa
SRX802077.35.dc.fa	Mimiviridae	Mimiviridae_clade_13	MM13	Marine	6	477992	41437	79665.3	203920	81213	491	144764	38	294.8	1756	SRX802077.35.dc.fa	SRX802077.35	SRX802077.35.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802077.35.fa.dc.faa
SRX802143.64.dc.fa	Mimiviridae	Mimiviridae_clade_13	MM13	Marine	32	609394	10039	19043.6	38834	21178	631	185243	22	293.6	2082	SRX802143.64.dc.fa	SRX802143.64	SRX802143.64.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802143.64.fa.dc.faa
SRX803008.78.dc.fa	Mimiviridae	Mimiviridae_clade_13	MM13	Marine	24	635293	10169	26470.5	75447	27734	641	190951	29	297.9	1731	SRX803008.78.dc.fa	SRX803008.78	SRX803008.78.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX803008.78.fa.dc.faa
ERX556315.47.dc.fa	Mimiviridae	Mimiviridae_clade_14	MM14	Marine	21	1085061	13490	51669.6	159708	91688	1051	319115	32	303.6	2228	ERX556315.47.dc.fa	ERX556315.47	ERX556315.47.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556315.47.fa.dc.faa
ERX633345.33.dc.fa	Mimiviridae	Mimiviridae_clade_14	MM14	Marine	10	357731	10545	35773.1	86435	46600	385	107876	30	280.2	1482	ERX633345.33.dc.fa	ERX633345.33	ERX633345.33.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX633345.33.fa.dc.faa
ERX633347.12.dc.fa	Mimiviridae	Mimiviridae_clade_14	MM14	Marine	13	318156	10767	24473.5	56409	25682	354	100228	23	283.1	1482	ERX633347.12.dc.fa	ERX633347.12	ERX633347.12.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX633347.12.fa.dc.faa
SRX559898.27.dc.fa	Mimiviridae	Mimiviridae_clade_14	MM14	hydrocarbon metagenome	16	534263	11780	33391.4	79592	40726	549	147439	30	268.6	1867	SRX559898.27.dc.fa	SRX559898.27	SRX559898.27.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX559898.27.fa.dc.faa
SRX559902.76.dc.fa	Mimiviridae	Mimiviridae_clade_14	MM14	hydrocarbon metagenome	12	445863	12832	37155.3	76358	42561	468	121533	30	259.7	1881	SRX559902.76.dc.fa	SRX559902.76	SRX559902.76.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX559902.76.fa.dc.faa
SRX802963.76.dc.fa	Mimiviridae	Mimiviridae_clade_14	MM14	Marine	13	791921	11350	60917.0	207183	64496	912	216041	22	236.9	2111	SRX802963.76.dc.fa	SRX802963.76	SRX802963.76.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802963.76.fa.dc.faa
ERX556043.42.dc.fa	Mimiviridae	Mimiviridae_clade_15	MM15	Marine	32	708427	11657	22138.3	56014	23870	750	221063	22	294.8	2675	ERX556043.42.dc.fa	ERX556043.42	ERX556043.42.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556043.42.fa.dc.faa
ERX288947.23.dc.fa	Mimiviridae	Mimiviridae_clade_16	MM16	Marine	18	492322	11002	27351.2	75520	33198	452	155657	31	344.4	2433	ERX288947.23.dc.fa	ERX288947.23	ERX288947.23.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX288947.23.fa.dc.faa
ERX552246.6.dc.fa	Mimiviridae	Mimiviridae_clade_16	MM16	Marine	20	306335	10428	15316.8	26268	14787	291	95294	34	327.5	1884	ERX552246.6.dc.fa	ERX552246.6	ERX552246.6.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552246.6.fa.dc.faa
ERX552254.13.dc.fa	Mimiviridae	Mimiviridae_clade_16	MM16	Marine	44	960936	10340	21839.5	78765	24784	985	298096	23	302.6	5280	ERX552254.13.dc.fa	ERX552254.13	ERX552254.13.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552254.13.fa.dc.faa
ERX552255.53.dc.fa	Mimiviridae	Mimiviridae_clade_16	MM16	Marine	20	445107	10278	22255.3	47368	23110	441	136803	26	310.2	4149	ERX552255.53.dc.fa	ERX552255.53	ERX552255.53.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552255.53.fa.dc.faa
ERX552256.53.dc.fa	Mimiviridae	Mimiviridae_clade_16	MM16	Marine	5	181046	17126	36209.2	59361	43017	174	57193	42	328.7	1795	ERX552256.53.dc.fa	ERX552256.53	ERX552256.53.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552256.53.fa.dc.faa
ERX552300.8.dc.fa	Mimiviridae	Mimiviridae_clade_16	MM16	Marine	15	890283	11937	59352.2	150720	91361	836	273237	23	326.8	1884	ERX552300.8.dc.fa	ERX552300.8	ERX552300.8.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552300.8.fa.dc.faa
ERX555926.32.dc.fa	Mimiviridae	Mimiviridae_clade_16	MM16	Marine	54	989164	10189	18317.9	45724	18167	991	309865	22	312.7	4313	ERX555926.32.dc.fa	ERX555926.32	ERX555926.32.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555926.32.fa.dc.faa
ERX555952.65.dc.fa	Mimiviridae	Mimiviridae_clade_16	MM16	Marine	43	752431	10211	17498.4	52218	17434	723	238322	24	329.6	8286	ERX555952.65.dc.fa	ERX555952.65	ERX555952.65.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX555952.65.fa.dc.faa
ERX556094.26.dc.fa	Mimiviridae	Mimiviridae_clade_16	MM16	Marine	46	999762	10167	21734.0	68955	24306	1069	351317	23	328.6	4742	ERX556094.26.dc.fa	ERX556094.26	ERX556094.26.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556094.26.fa.dc.faa
ERX556094.51.dc.fa	Mimiviridae	Mimiviridae_clade_16	MM16	Marine	44	583960	10067	13271.8	23702	12878	623	188184	27	302.1	3328	ERX556094.51.dc.fa	ERX556094.51	ERX556094.51.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX556094.51.fa.dc.faa
SRX327520.21.dc.fa	Mimiviridae	Mimiviridae_clade_16	MM16	hydrocarbon metagenome	31	591527	10013	19081.5	46814	17962	545	160178	31	293.9	3427	SRX327520.21.dc.fa	SRX327520.21	SRX327520.21.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX327520.21.fa.dc.faa
SRX327520.277.dc.fa	Mimiviridae	Mimiviridae_clade_16	MM16	hydrocarbon metagenome	43	985600	10134	22920.9	54617	26527	862	288147	30	334.3	3272	SRX327520.277.dc.fa	SRX327520.277	SRX327520.277.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX327520.277.fa.dc.faa
SRX327520.331.dc.fa	Mimiviridae	Mimiviridae_clade_16	MM16	hydrocarbon metagenome	15	456320	11454	30421.3	66029	34768	447	139565	29	312.2	1921	SRX327520.331.dc.fa	SRX327520.331	SRX327520.331.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX327520.331.fa.dc.faa
SRX327722.29.dc.fa	Mimiviridae	Mimiviridae_clade_16	MM16	mine tailing	24	362370	10523	15098.8	26814	14541	296	97051	34	327.9	2080	SRX327722.29.dc.fa	SRX327722.29	SRX327722.29.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX327722.29.fa.dc.faa
SRX330942.38.dc.fa	Mimiviridae	Mimiviridae_clade_16	MM16	Freshwater	33	545288	10154	16523.9	36978	17369	513	167471	22	326.5	1653	SRX330942.38.dc.fa	SRX330942.38	SRX330942.38.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX330942.38.fa.dc.faa
SRX696246.4.dc.fa	Mimiviridae	Mimiviridae_clade_16	MM16	beach sand	25	1406447	13270	56257.9	263743	77424	1338	421602	28	315.1	2113	SRX696246.4.dc.fa	SRX696246.4	SRX696246.4.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX696246.4.fa.dc.faa
SRX802077.79.dc.fa	Mimiviridae	Mimiviridae_clade_16	MM16	Marine	26	815063	10359	31348.6	79453	39836	816	257055	25	315.0	6377	SRX802077.79.dc.fa	SRX802077.79	SRX802077.79.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802077.79.fa.dc.faa
SRX802202.77.dc.fa	Mimiviridae	Mimiviridae_clade_16	MM16	Marine	37	847268	10505	22899.1	62128	27930	777	254596	31	327.7	3152	SRX802202.77.dc.fa	SRX802202.77	SRX802202.77.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802202.77.fa.dc.faa
SRX802963.30.dc.fa	Mimiviridae	Mimiviridae_clade_16	MM16	Marine	15	584744	13436	38982.9	89359	61437	569	179862	20	316.1	3613	SRX802963.30.dc.fa	SRX802963.30	SRX802963.30.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802963.30.fa.dc.faa
ERX552270.68.dc.fa	Mimiviridae	Mimiviridae_clade_17	MM17	Marine	25	462124	10734	18485.0	39333	18780	441	148248	29	336.2	5654	ERX552270.68.dc.fa	ERX552270.68	ERX552270.68.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.68.fa.dc.faa
ERX633342.1.dc.fa	Mimiviridae	Mimiviridae_clade_18	MM18	Marine	25	519436	10100	20777.4	39681	28272	540	162165	25	300.3	2402	ERX633342.1.dc.fa	ERX633342.1	ERX633342.1.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX633342.1.fa.dc.faa
ERX633347.22.dc.fa	Mimiviridae	Mimiviridae_clade_18	MM18	Marine	16	502257	10147	31391.1	84142	35063	499	150565	20	301.7	2201	ERX633347.22.dc.fa	ERX633347.22	ERX633347.22.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX633347.22.fa.dc.faa
ERX682739.20.dc.fa	Mimiviridae	Mimiviridae_clade_18	MM18	Freshwater	12	379423	12552	31618.6	95173	28268	377	116332	33	308.6	1614	ERX682739.20.dc.fa	ERX682739.20	ERX682739.20.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX682739.20.fa.dc.faa
ERX943715.2.dc.fa	Mimiviridae	Mimiviridae_clade_18	MM18	Freshwater	16	302660	10384	18916.3	48719	17645	284	90755	24	319.6	2176	ERX943715.2.dc.fa	ERX943715.2	ERX943715.2.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX943715.2.fa.dc.faa
SRX1113224.1.dc.fa	Mimiviridae	Mimiviridae_clade_18	MM18	bioreactor sludge	9	132089	10090	14676.6	25763	15084	126	41618	47	330.3	1666	SRX1113224.1.dc.fa	SRX1113224.1	SRX1113224.1.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX1113224.1.fa.dc.faa
SRX310217.15.dc.fa	Mimiviridae	Mimiviridae_clade_18	MM18	soil	16	947749	15005	59234.3	173789	95585	1005	270192	26	268.8	4087	SRX310217.15.dc.fa	SRX310217.15	SRX310217.15.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX310217.15.fa.dc.faa
SRX310217.20.dc.fa	Mimiviridae	Mimiviridae_clade_18	MM18	soil	30	546574	10482	18219.1	44435	19238	689	158541	23	230.1	3153	SRX310217.20.dc.fa	SRX310217.20	SRX310217.20.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX310217.20.fa.dc.faa
SRX330942.33.dc.fa	Mimiviridae	Mimiviridae_clade_18	MM18	Freshwater	6	322789	21959	53798.2	96611	85759	323	99241	33	307.2	1576	SRX330942.33.dc.fa	SRX330942.33	SRX330942.33.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX330942.33.fa.dc.faa
SRX802202.37.dc.fa	Mimiviridae	Mimiviridae_clade_2	MM02	Marine	8	301802	11496	37725.3	56392	50567	311	95188	32	306.1	3863	SRX802202.37.dc.fa	SRX802202.37	SRX802202.37.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX802202.37.fa.dc.faa
SRX331965.39.dc.fa	Mimiviridae	Mimiviridae_clade_3	MM03	Freshwater	7	133994	12770	19142.0	32753	20132	178	42539	26	239.0	1383	SRX331965.39.dc.fa	SRX331965.39	SRX331965.39.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX331965.39.fa.dc.faa
SRX211342.63.dc.fa	Mimiviridae	Mimiviridae_clade_4	MM04	hydrocarbon metagenome	10	383850	12444	38385.0	97636	55267	363	116384	24	320.6	2146	SRX211342.63.dc.fa	SRX211342.63	SRX211342.63.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX211342.63.fa.dc.faa
SRX327520.39.dc.fa	Mimiviridae	Mimiviridae_clade_4	MM04	hydrocarbon metagenome	15	398854	10253	26590.3	86983	25403	391	119796	27	306.4	1649	SRX327520.39.dc.fa	SRX327520.39	SRX327520.39.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX327520.39.fa.dc.faa
SRX327722.204.dc.fa	Mimiviridae	Mimiviridae_clade_4	MM04	mine tailing	13	410858	10007	31604.5	126107	48366	384	125168	34	326.0	2207	SRX327722.204.dc.fa	SRX327722.204	SRX327722.204.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX327722.204.fa.dc.faa
SRX331703.23.dc.fa	Mimiviridae	Mimiviridae_clade_4	MM04	Freshwater	10	399898	16844	39989.8	78083	51565	397	123629	33	311.4	1699	SRX331703.23.dc.fa	SRX331703.23	SRX331703.23.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX331703.23.fa.dc.faa
SRX331703.51.dc.fa	Mimiviridae	Mimiviridae_clade_4	MM04	Freshwater	10	372235	10837	37223.5	115638	71729	372	114304	25	307.3	2073	SRX331703.51.dc.fa	SRX331703.51	SRX331703.51.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX331703.51.fa.dc.faa
SRX331950.28.dc.fa	Mimiviridae	Mimiviridae_clade_4	MM04	Freshwater	7	383855	29721	54836.4	94982	57892	372	118975	34	319.8	1699	SRX331950.28.dc.fa	SRX331950.28	SRX331950.28.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX331950.28.fa.dc.faa
SRX331950.30.dc.fa	Mimiviridae	Mimiviridae_clade_4	MM04	Freshwater	10	339313	12200	33931.3	81468	45787	326	104580	39	320.8	2073	SRX331950.30.dc.fa	SRX331950.30	SRX331950.30.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX331950.30.fa.dc.faa
SRX331950.48.dc.fa	Mimiviridae	Mimiviridae_clade_4	MM04	Freshwater	8	339634	15963	42454.3	136801	60718	366	107399	34	293.4	1803	SRX331950.48.dc.fa	SRX331950.48	SRX331950.48.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX331950.48.fa.dc.faa
SRX331965.10.dc.fa	Mimiviridae	Mimiviridae_clade_4	MM04	Freshwater	18	406334	10538	22574.1	65254	31896	435	130224	26	299.4	4022	SRX331965.10.dc.fa	SRX331965.10	SRX331965.10.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX331965.10.fa.dc.faa
SRX331965.9.dc.fa	Mimiviridae	Mimiviridae_clade_4	MM04	Freshwater	5	183434	17661	36686.8	78824	38525	178	58932	31	331.1	4497	SRX331965.9.dc.fa	SRX331965.9	SRX331965.9.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/SRX331965.9.fa.dc.faa
ERX552239.25.dc.fa	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	12	236401	10058	19700.1	43403	23320	262	74795	33	285.5	1884	ERX552239.25.dc.fa	ERX552239.25	ERX552239.25.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552239.25.fa.dc.faa
ERX552241.31.dc.fa	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	10	236558	10256	23655.8	62699	62565	269	79191	33	294.4	1645	ERX552241.31.dc.fa	ERX552241.31	ERX552241.31.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552241.31.fa.dc.faa
ERX552261.43.dc.fa	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	10	184517	10580	18451.7	32105	18954	179	58713	27	328.0	1784	ERX552261.43.dc.fa	ERX552261.43	ERX552261.43.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552261.43.fa.dc.faa
ERX552264.38.dc.fa	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	10	230741	10388	23074.1	69819	26174	233	71819	36	308.2	2232	ERX552264.38.dc.fa	ERX552264.38	ERX552264.38.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552264.38.fa.dc.faa
ERX552264.42.dc.fa	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	8	361740	15950	45217.5	103497	45617	383	113759	33	297.0	3223	ERX552264.42.dc.fa	ERX552264.42	ERX552264.42.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552264.42.fa.dc.faa
ERX552270.107.dc.fa	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	10	348622	11826	34862.2	61351	44619	401	111814	26	278.8	1964	ERX552270.107.dc.fa	ERX552270.107	ERX552270.107.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.107.fa.dc.faa
ERX552270.35.dc.fa	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	5	167835	19482	33567.0	56696	32262	160	53313	21	333.2	3051	ERX552270.35.dc.fa	ERX552270.35	ERX552270.35.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.35.fa.dc.faa
ERX552270.36.dc.fa	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	8	179269	10037	22408.6	40097	26080	209	53963	27	258.2	1787	ERX552270.36.dc.fa	ERX552270.36	ERX552270.36.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.36.fa.dc.faa
ERX552270.38.dc.fa	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	12	287295	11490	23941.3	44007	26834	297	90928	33	306.2	4382	ERX552270.38.dc.fa	ERX552270.38	ERX552270.38.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552270.38.fa.dc.faa
ERX552282.42.dc.fa	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	16	313793	10045	19612.1	41135	19420	347	97781	30	281.8	1883	ERX552282.42.dc.fa	ERX552282.42	ERX552282.42.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552282.42.fa.dc.faa
ERX552285.69.dc.fa	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	34	641040	10375	18854.1	43768	19888	681	201527	22	295.9	2733	ERX552285.69.dc.fa	ERX552285.69	ERX552285.69.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552285.69.fa.dc.faa
ERX552297.60.dc.fa	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	11	337992	10813	30726.5	60648	48240	373	103803	39	278.3	2054	ERX552297.60.dc.fa	ERX552297.60	ERX552297.60.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552297.60.fa.dc.faa
ERX552297.74.dc.fa	Mimiviridae	Mimiviridae_clade_5	MM05	Marine	9	203462	11512	22606.9	58080	23021	244	62430	32	255.9	1674	ERX552297.74.dc.fa	ERX552297.74	ERX552297.74.fa.dc.faa	/home/dmitrii/projects/gv_project/initial_raw/final_bins_prot/ERX552297.74.fa.dc.faa
